ID,Region,Annee,Saison,Temperature_C,Precipitations_mm,Humidite_pct,Amplitude_Thermique_C,Couverture_Forestiere_pct,Biodiversite_Shannon,Eau_Stagnante,Densite_Faune,Densite_Population,Urbanisation,Acces_Soins,Deforestation_pct,Fragmentation_Habitat,Cas_Humains,Prevalence_Animale_pct,Reservoirs_Animaux,Transmission,Agents_Sante_1000,Capacite_Laboratoire,Risque,Type_Ecosysteme,Groupe_Climatique
ECO_04928,REG_0079,2023,Hiver,3.6,792,44,5.9,11.3,4.0,0,5,108,2,9,28.6,4,185,7.3,8,8,2.77,4,Faible,Savane / Zone Agricole,Tempéré
ECO_04929,REG_0038,2014,Printemps,27.3,244,57,18.3,32.5,4.0,0,6,98,7,6,43.1,5,165,6.6,4,4,0.6,5,Modéré,Savane / Zone Agricole,Tropical
ECO_04930,REG_0053,2010,Automne,4.5,475,77,5.3,37.4,1.49,0,4,182,4,4,10.8,4,190,4.3,1,7,2.98,7,Faible,Savane / Zone Agricole,Tempéré
ECO_04931,REG_0099,2018,Printemps,16.8,662,66,12.1,37.3,1.58,0,3,132,4,9,12.9,6,335,3.1,3,7,0.82,4,Faible,Forêt Secondaire,Tempéré
ECO_04932,REG_0108,2015,Été,22.8,316,49,5.4,15.7,1.96,0,5,200,7,3,8.4,6,245,6.8,1,4,6.0,4,Faible,Savane / Zone Agricole,Subtropical
ECO_04933,REG_0134,2015,Automne,31.6,695,71,2.0,39.5,2.38,0,4,97,4,7,31.7,3,440,7.3,3,5,3.53,8,Faible,Forêt Secondaire,Tropical
ECO_04934,REG_0132,2021,Hiver,29.1,325,58,18.3,55.5,1.39,0,9,439,3,4,14.8,4,240,10.6,4,3,1.78,5,Modéré,Savane / Zone Agricole,Tropical
ECO_04935,REG_0004,2016,Automne,29.8,2627,40,10.1,60.2,3.39,0,7,433,1,6,4.2,4,300,8.0,1,6,0.79,3,Modéré,Forêt Dense,Tropical
ECO_04936,REG_0109,2016,Printemps,27.9,443,78,25.0,26.6,3.87,0,7,589,2,4,38.1,5,285,9.7,1,2,0.48,5,Élevé,Savane / Zone Agricole,Tropical
ECO_04937,REG_0005,2019,Hiver,28.4,1452,85,3.0,17.8,0.87,1,6,122,2,5,22.6,5,275,9.2,2,4,4.87,2,Modéré,Savane / Zone Agricole,Tropical
ECO_04938,REG_0114,2023,Été,31.9,310,66,2.0,22.8,2.06,1,3,404,3,7,29.7,3,270,6.7,5,10,0.61,7,Modéré,Savane / Zone Agricole,Tropical
ECO_04939,REG_0022,2017,Printemps,22.0,897,44,20.9,10.1,3.09,0,3,584,3,5,0.5,3,175,5.9,3,5,5.54,8,Faible,Savane / Zone Agricole,Subtropical
ECO_04940,REG_0091,2013,Automne,26.7,1830,78,4.9,48.3,3.22,0,6,427,4,1,0.6,3,160,5.1,2,6,1.51,7,Modéré,Forêt Secondaire,Tropical
ECO_04941,REG_0028,2024,Été,12.9,262,47,24.3,36.0,2.06,0,4,487,4,7,3.1,9,275,23.0,3,5,3.93,2,Faible,Savane / Zone Agricole,Tempéré
ECO_04942,REG_0087,2012,Printemps,19.3,106,69,4.6,49.7,1.49,0,4,160,3,6,14.0,10,250,6.1,4,2,2.14,4,Faible,Savane / Zone Agricole,Subtropical
ECO_04943,REG_0114,2022,Printemps,16.1,954,57,2.5,56.0,1.38,1,8,194,3,5,5.9,3,125,1.6,2,4,9.16,2,Faible,Forêt Secondaire,Tempéré
ECO_04944,REG_0016,2023,Printemps,26.4,852,70,8.4,69.2,2.16,0,4,98,3,7,3.2,9,115,4.5,2,4,4.78,4,Faible,Forêt Secondaire,Tropical
ECO_04945,REG_0017,2019,Printemps,18.7,767,72,7.1,24.1,1.18,1,7,302,4,4,32.5,3,420,7.4,2,7,6.68,4,Faible,Savane / Zone Agricole,Subtropical
ECO_04946,REG_0131,2014,Été,17.2,1115,71,9.3,4.3,1.01,0,10,11,4,3,1.6,5,295,2.2,4,5,9.99,4,Faible,Savane / Zone Agricole,Tempéré
ECO_04947,REG_0039,2012,Été,17.7,526,92,2.2,31.6,3.3,0,7,373,4,5,18.2,4,325,3.0,3,5,1.18,4,Élevé,Forêt Secondaire,Tempéré
ECO_04948,REG_0018,2024,Printemps,31.8,1063,30,2.7,73.8,2.25,0,6,60,5,5,15.3,3,260,2.1,1,4,4.46,6,Faible,Forêt Dense,Tropical
ECO_04949,REG_0018,2015,Automne,13.8,342,63,5.1,43.8,0.69,1,10,244,2,3,1.3,10,290,4.6,4,4,0.57,3,Faible,Savane / Zone Agricole,Tempéré
ECO_04950,REG_0025,2014,Été,23.5,1246,77,2.0,12.9,2.19,0,5,368,3,3,13.1,10,305,9.3,7,4,1.49,4,Faible,Savane / Zone Agricole,Subtropical
ECO_04951,REG_0049,2016,Été,33.7,495,73,2.0,19.3,1.85,0,5,40,3,6,5.7,6,205,4.1,3,2,2.79,3,Faible,Savane / Zone Agricole,Tropical
ECO_04952,REG_0073,2024,Été,30.1,684,68,15.0,70.7,1.63,1,6,95,3,7,23.2,3,260,3.5,1,3,5.07,5,Modéré,Forêt Secondaire,Tropical
ECO_04953,REG_0010,2021,Hiver,13.6,572,51,13.3,60.9,1.64,1,4,34,8,3,5.5,2,190,11.7,1,6,5.2,5,Modéré,Forêt Secondaire,Tempéré
ECO_04954,REG_0079,2016,Été,27.5,1243,45,18.6,9.1,1.43,1,7,467,2,4,9.4,4,250,5.2,2,10,0.44,7,Faible,Savane / Zone Agricole,Tropical
ECO_04955,REG_0036,2017,Automne,10.9,1218,54,11.4,52.6,1.22,0,5,267,3,6,18.0,6,230,12.9,9,4,3.55,5,Faible,Forêt Dense,Tempéré
ECO_04956,REG_0082,2020,Printemps,34.5,1215,80,2.4,47.3,1.5,1,3,86,4,4,27.6,5,150,11.4,3,4,1.03,5,Faible,Forêt Secondaire,Tropical
ECO_04957,REG_0059,2019,Été,40.0,777,40,3.6,50.4,3.08,1,7,77,4,4,25.3,3,175,8.3,4,5,3.77,8,Modéré,Forêt Secondaire,Tropical
ECO_04958,REG_0083,2016,Printemps,20.2,1014,44,5.9,49.4,1.42,1,3,147,3,6,8.7,3,120,6.5,3,3,3.86,4,Faible,Forêt Secondaire,Subtropical
ECO_04959,REG_0100,2019,Hiver,8.4,588,74,11.8,49.5,0.7,1,6,335,3,5,30.0,6,140,3.4,4,5,0.37,4,Modéré,Forêt Secondaire,Tempéré
ECO_04960,REG_0125,2022,Printemps,-5.0,1952,91,12.5,25.7,1.86,1,3,618,3,3,8.3,6,195,3.3,2,7,6.45,2,Modéré,Savane / Zone Agricole,Tempéré
ECO_04961,REG_0038,2021,Été,29.8,141,65,10.1,32.9,3.01,1,7,127,1,6,2.3,6,250,20.1,3,3,4.31,9,Modéré,Savane / Zone Agricole,Tropical
ECO_04962,REG_0074,2016,Hiver,23.5,725,62,8.0,39.0,2.96,0,7,543,4,3,5.1,6,200,6.6,2,1,0.65,5,Faible,Forêt Secondaire,Subtropical
ECO_04963,REG_0143,2010,Hiver,33.6,418,94,5.1,30.3,1.32,0,5,715,2,6,1.9,1,190,3.8,3,1,2.49,5,Faible,Savane / Zone Agricole,Tropical
ECO_04964,REG_0112,2022,Automne,22.9,290,55,23.6,39.3,1.58,0,8,111,5,5,18.0,6,300,8.5,1,9,1.74,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_04965,REG_0122,2019,Automne,26.1,508,60,8.0,3.3,1.14,1,4,294,3,6,19.5,5,105,8.2,4,5,3.83,2,Faible,Savane / Zone Agricole,Tropical
ECO_04966,REG_0056,2014,Printemps,5.6,804,60,4.7,39.0,1.92,1,5,96,2,6,29.5,2,120,10.2,4,7,1.87,8,Modéré,Forêt Secondaire,Tempéré
ECO_04967,REG_0116,2014,Été,-0.9,261,74,13.2,39.7,1.12,0,3,869,2,6,34.0,9,105,8.7,2,7,3.17,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_04968,REG_0121,2010,Été,6.5,178,93,3.4,48.4,1.54,0,3,14,4,4,15.7,6,435,3.2,4,10,2.58,3,Faible,Savane / Zone Agricole,Tempéré
ECO_04969,REG_0059,2018,Automne,10.4,2341,85,16.1,74.2,2.87,1,5,190,1,3,8.8,6,240,8.2,5,4,4.9,2,Modéré,Forêt Dense,Tempéré
ECO_04970,REG_0098,2022,Printemps,10.2,472,60,6.2,32.5,1.08,0,8,363,3,4,31.8,6,145,10.5,3,6,9.62,6,Faible,Savane / Zone Agricole,Tempéré
ECO_04971,REG_0072,2016,Printemps,9.5,209,57,5.1,46.8,2.6,0,7,784,5,5,4.3,8,150,5.3,3,8,4.44,7,Faible,Savane / Zone Agricole,Tempéré
ECO_04972,REG_0150,2012,Printemps,15.6,857,38,11.6,38.3,3.7,1,5,729,2,4,10.2,4,205,6.5,4,3,3.67,3,Faible,Forêt Secondaire,Tempéré
ECO_04973,REG_0077,2017,Été,12.4,762,48,16.7,14.0,1.05,0,5,126,4,4,25.0,1,185,8.3,3,2,3.27,9,Faible,Savane / Zone Agricole,Tempéré
ECO_04974,REG_0016,2018,Printemps,22.2,593,61,15.2,17.6,3.32,1,8,233,2,8,21.5,5,95,2.4,4,7,0.86,9,Modéré,Savane / Zone Agricole,Subtropical
ECO_04975,REG_0104,2020,Été,17.3,476,69,3.3,38.1,0.96,0,6,616,3,4,26.8,2,190,5.7,1,3,1.75,4,Faible,Savane / Zone Agricole,Tempéré
ECO_04976,REG_0145,2020,Printemps,16.8,123,84,15.6,41.2,0.72,0,6,622,6,4,32.3,2,170,7.4,3,2,0.21,5,Modéré,Savane / Zone Agricole,Tempéré
ECO_04977,REG_0049,2017,Été,31.8,1090,59,7.3,28.7,0.6,0,5,504,6,8,22.2,8,285,4.2,1,5,0.86,5,Modéré,Savane / Zone Agricole,Tropical
ECO_04978,REG_0003,2016,Automne,32.1,1205,78,17.3,3.2,2.93,0,8,407,5,7,2.3,5,165,3.6,0,4,2.7,5,Faible,Savane / Zone Agricole,Tropical
ECO_04979,REG_0127,2020,Hiver,26.3,361,46,11.6,28.9,1.6,0,5,45,2,6,21.3,7,135,2.4,2,5,0.96,6,Faible,Savane / Zone Agricole,Tropical
ECO_04980,REG_0078,2024,Automne,24.6,1930,47,18.8,27.0,0.63,1,6,245,3,5,29.3,4,245,8.7,3,3,0.51,4,Faible,Savane / Zone Agricole,Subtropical
ECO_04981,REG_0105,2010,Été,-2.8,1192,73,4.2,9.4,1.26,1,2,313,5,7,13.5,6,145,4.6,2,7,5.17,8,Faible,Savane / Zone Agricole,Tempéré
ECO_04982,REG_0111,2012,Printemps,20.5,1691,36,3.7,24.7,3.94,1,6,308,1,5,6.0,9,240,5.9,3,4,1.49,7,Modéré,Savane / Zone Agricole,Subtropical
ECO_04983,REG_0123,2019,Été,17.6,351,51,5.4,18.5,1.7,1,9,488,4,5,8.7,7,410,2.7,4,5,2.91,9,Faible,Savane / Zone Agricole,Tempéré
ECO_04984,REG_0023,2014,Automne,32.8,1142,38,25.0,17.3,0.73,0,4,293,1,9,2.4,3,60,17.5,4,3,3.26,1,Faible,Savane / Zone Agricole,Tropical
ECO_04985,REG_0040,2021,Automne,17.3,1115,63,4.4,30.2,4.0,1,5,355,3,10,4.9,3,235,16.0,6,3,1.08,2,Faible,Forêt Secondaire,Tempéré
ECO_04986,REG_0026,2014,Automne,26.5,172,67,4.9,35.9,0.96,0,4,418,5,4,8.1,8,145,11.1,3,5,5.28,3,Faible,Savane / Zone Agricole,Tropical
ECO_04987,REG_0016,2023,Printemps,6.2,586,64,25.0,53.9,1.9,1,8,817,5,8,6.0,5,250,1.8,0,8,5.22,5,Modéré,Forêt Secondaire,Tempéré
ECO_04988,REG_0029,2024,Été,33.8,403,63,15.9,39.1,1.4,0,2,8,6,6,14.4,3,225,7.0,4,7,4.72,6,Faible,Savane / Zone Agricole,Tropical
ECO_04989,REG_0020,2014,Printemps,18.7,1854,66,8.6,3.5,0.85,1,3,644,4,5,4.0,10,170,1.3,1,6,3.82,5,Modéré,Savane / Zone Agricole,Subtropical
ECO_04990,REG_0141,2020,Été,10.3,611,57,9.4,71.0,1.93,0,2,191,2,2,5.8,5,95,2.9,0,7,1.24,6,Faible,Forêt Secondaire,Tempéré
ECO_04991,REG_0110,2011,Automne,26.6,580,80,10.1,65.1,1.46,0,4,408,4,8,17.0,7,200,12.4,8,1,1.32,5,Modéré,Forêt Secondaire,Tropical
ECO_04992,REG_0021,2016,Automne,29.5,1331,61,5.7,25.8,1.7,1,6,1042,4,6,22.2,4,160,5.5,3,5,2.9,4,Modéré,Savane / Zone Agricole,Tropical
ECO_04993,REG_0059,2010,Été,18.6,570,59,11.4,29.0,1.47,0,2,163,2,2,5.9,4,230,4.6,5,4,1.33,7,Faible,Savane / Zone Agricole,Subtropical
ECO_04994,REG_0090,2014,Hiver,18.0,1021,76,18.5,37.1,3.15,1,4,152,3,5,32.5,5,90,2.7,1,5,1.98,4,Faible,Forêt Secondaire,Tempéré
ECO_04995,REG_0097,2022,Automne,17.4,88,49,6.3,20.4,2.18,0,6,1110,4,6,8.4,5,275,19.8,3,5,8.35,8,Faible,Savane / Zone Agricole,Tempéré
ECO_04996,REG_0001,2016,Été,26.9,1646,42,11.6,30.8,4.0,0,3,235,6,6,2.9,9,260,14.4,3,6,7.46,8,Modéré,Forêt Secondaire,Tropical
ECO_04997,REG_0072,2020,Été,40.0,361,80,4.7,69.2,1.14,0,6,102,3,4,7.6,6,285,2.3,0,7,3.16,5,Modéré,Savane / Zone Agricole,Tropical
ECO_04998,REG_0081,2020,Automne,18.1,527,62,10.6,40.4,3.07,1,9,195,4,5,1.6,8,90,7.2,5,5,3.1,3,Faible,Forêt Secondaire,Subtropical
ECO_04999,REG_0141,2017,Hiver,14.8,585,84,7.9,24.2,1.15,0,7,161,5,3,4.5,4,110,4.9,2,2,2.34,4,Faible,Savane / Zone Agricole,Tempéré
ECO_05000,REG_0116,2012,Été,40.0,1150,60,15.6,35.0,1.98,0,3,24,3,3,6.2,6,140,2.9,3,4,5.65,5,Faible,Forêt Secondaire,Tropical
ECO_05001,REG_0103,2011,Hiver,20.6,368,73,11.2,47.5,1.51,0,4,91,3,4,14.3,5,215,7.0,7,5,4.16,7,Faible,Savane / Zone Agricole,Subtropical
ECO_05002,REG_0086,2011,Hiver,23.1,352,59,11.9,46.4,1.26,0,4,450,7,8,16.0,6,140,3.7,2,3,1.84,6,Faible,Savane / Zone Agricole,Subtropical
ECO_05003,REG_0128,2024,Été,23.3,168,53,4.9,24.0,2.02,1,4,378,3,6,13.4,2,205,4.2,3,3,2.4,7,Faible,Savane / Zone Agricole,Subtropical
ECO_05004,REG_0072,2010,Printemps,6.4,909,60,2.3,27.7,1.42,0,5,314,6,8,11.6,4,155,7.5,2,2,5.11,2,Faible,Savane / Zone Agricole,Tempéré
ECO_05005,REG_0004,2023,Printemps,26.3,732,55,20.8,83.6,1.54,1,8,260,3,4,6.4,2,100,7.0,4,6,1.04,7,Modéré,Forêt Secondaire,Tropical
ECO_05006,REG_0092,2018,Été,29.0,854,76,19.3,13.7,1.66,1,5,320,2,8,25.8,5,170,5.9,4,4,0.72,2,Modéré,Savane / Zone Agricole,Tropical
ECO_05007,REG_0057,2024,Automne,12.7,919,84,2.9,6.9,2.12,1,9,121,3,5,5.4,3,465,8.6,2,3,6.18,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05008,REG_0131,2017,Automne,18.1,287,51,6.0,22.5,1.06,1,3,385,5,4,20.5,2,50,4.5,3,5,3.97,4,Faible,Savane / Zone Agricole,Subtropical
ECO_05009,REG_0145,2019,Printemps,29.6,245,58,2.9,36.1,1.76,0,8,121,2,7,39.1,6,495,8.0,1,7,3.14,7,Faible,Savane / Zone Agricole,Tropical
ECO_05010,REG_0117,2017,Printemps,27.1,403,73,7.5,45.1,1.37,1,6,68,6,4,14.4,3,205,9.1,4,5,2.61,3,Modéré,Savane / Zone Agricole,Tropical
ECO_05011,REG_0109,2011,Hiver,26.4,1683,71,8.3,37.5,2.81,1,5,329,5,4,10.4,4,145,6.1,1,3,1.93,3,Modéré,Forêt Secondaire,Tropical
ECO_05012,REG_0117,2011,Automne,0.7,330,57,25.0,47.3,4.0,0,4,65,5,5,15.6,6,175,6.1,4,4,2.1,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_05013,REG_0061,2012,Automne,18.2,648,46,10.2,62.6,1.5,0,3,20,3,2,52.9,3,160,6.1,2,4,9.94,4,Faible,Forêt Secondaire,Subtropical
ECO_05014,REG_0124,2011,Hiver,23.2,208,87,7.9,15.9,0.74,0,3,314,6,4,6.0,3,105,3.7,0,4,3.5,9,Faible,Savane / Zone Agricole,Subtropical
ECO_05015,REG_0126,2024,Automne,34.3,1225,79,18.8,42.8,0.79,1,6,5,5,5,11.8,4,270,13.7,7,3,3.75,4,Modéré,Forêt Secondaire,Tropical
ECO_05016,REG_0035,2018,Été,12.5,1588,57,5.8,7.1,3.86,1,5,231,6,3,12.7,8,165,3.2,1,4,3.61,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05017,REG_0081,2019,Printemps,29.7,985,69,19.6,32.2,2.34,1,4,80,7,6,6.5,3,175,7.9,0,6,6.51,1,Modéré,Forêt Secondaire,Tropical
ECO_05018,REG_0127,2012,Hiver,22.5,249,71,8.5,60.0,1.68,1,6,277,4,5,19.3,4,265,3.9,1,7,0.86,5,Modéré,Savane / Zone Agricole,Subtropical
ECO_05019,REG_0111,2012,Hiver,19.4,1327,77,19.1,46.1,1.63,0,3,347,4,2,22.5,10,395,2.1,5,7,3.51,4,Modéré,Forêt Secondaire,Subtropical
ECO_05020,REG_0069,2011,Hiver,30.8,1511,49,3.9,6.1,1.45,1,5,203,4,6,11.7,3,285,11.4,5,2,2.76,5,Faible,Savane / Zone Agricole,Tropical
ECO_05021,REG_0002,2015,Automne,40.0,452,75,14.4,28.3,2.52,0,10,246,3,7,16.0,6,130,5.0,1,4,2.81,7,Faible,Savane / Zone Agricole,Tropical
ECO_05022,REG_0122,2022,Été,19.4,557,93,6.3,46.6,2.59,0,6,239,3,5,27.1,5,235,6.6,4,7,1.35,7,Modéré,Forêt Secondaire,Subtropical
ECO_05023,REG_0097,2023,Été,22.5,1110,48,11.5,48.4,1.11,0,8,186,2,6,8.0,7,130,4.6,4,3,4.32,5,Faible,Forêt Secondaire,Subtropical
ECO_05024,REG_0068,2024,Automne,31.0,767,60,25.0,58.5,2.91,1,4,85,3,6,6.2,4,130,10.5,1,7,2.93,5,Faible,Forêt Secondaire,Tropical
ECO_05025,REG_0150,2014,Automne,20.6,905,71,7.1,31.1,1.15,0,1,473,3,4,6.7,6,210,6.7,0,5,0.85,4,Faible,Forêt Secondaire,Subtropical
ECO_05026,REG_0040,2018,Printemps,34.7,1006,59,15.6,64.0,0.85,1,2,281,4,3,28.8,5,180,6.2,3,6,0.3,8,Modéré,Forêt Dense,Tropical
ECO_05027,REG_0138,2014,Printemps,24.6,1205,72,2.0,12.4,1.93,1,6,337,1,10,13.0,2,250,4.7,3,6,3.06,6,Modéré,Savane / Zone Agricole,Subtropical
ECO_05028,REG_0018,2019,Été,33.8,446,68,16.4,82.2,1.35,0,4,403,4,5,24.0,4,100,2.8,3,3,1.67,5,Faible,Savane / Zone Agricole,Tropical
ECO_05029,REG_0139,2017,Été,10.9,1023,70,16.9,26.6,2.85,0,8,893,5,7,20.1,6,165,3.2,1,4,2.16,5,Faible,Savane / Zone Agricole,Tempéré
ECO_05030,REG_0024,2021,Automne,32.4,1025,55,5.8,31.3,0.79,0,4,275,5,3,23.2,4,115,2.6,0,4,1.18,2,Faible,Forêt Secondaire,Tropical
ECO_05031,REG_0061,2010,Été,26.8,711,66,17.0,37.9,3.81,0,7,214,3,8,6.1,3,160,19.0,3,5,4.17,6,Faible,Forêt Secondaire,Tropical
ECO_05032,REG_0110,2017,Été,24.8,735,67,3.9,50.0,2.76,0,5,97,5,6,25.8,7,345,3.5,7,4,3.34,9,Faible,Forêt Secondaire,Subtropical
ECO_05033,REG_0035,2017,Automne,35.4,857,62,3.6,8.9,3.31,1,6,39,7,2,13.4,4,55,2.5,1,4,2.43,3,Faible,Savane / Zone Agricole,Tropical
ECO_05034,REG_0125,2023,Automne,30.3,3000,30,19.6,21.3,2.31,0,4,230,4,3,21.2,5,155,8.4,2,1,5.91,3,Faible,Savane / Zone Agricole,Tropical
ECO_05035,REG_0044,2022,Hiver,28.9,676,79,10.9,40.5,2.51,0,6,97,7,5,22.7,3,195,7.9,3,4,0.47,6,Modéré,Forêt Secondaire,Tropical
ECO_05036,REG_0139,2020,Hiver,13.1,578,30,12.6,61.8,1.89,0,9,90,6,5,24.4,6,420,10.0,1,5,10.0,6,Faible,Forêt Secondaire,Tempéré
ECO_05037,REG_0022,2021,Automne,30.8,1345,77,20.7,36.3,2.09,0,5,305,6,7,13.7,6,160,5.3,4,6,1.59,9,Modéré,Forêt Secondaire,Tropical
ECO_05038,REG_0141,2012,Printemps,32.4,764,71,6.1,40.0,2.21,0,9,490,5,5,2.9,2,150,4.8,0,4,5.59,4,Faible,Forêt Secondaire,Tropical
ECO_05039,REG_0048,2021,Hiver,40.0,946,81,25.0,51.2,1.5,1,5,175,5,5,11.4,9,30,5.1,4,3,4.49,4,Faible,Forêt Secondaire,Tropical
ECO_05040,REG_0028,2012,Automne,33.0,331,55,20.0,28.6,1.75,1,4,277,4,6,4.7,3,145,12.2,6,4,4.23,5,Faible,Savane / Zone Agricole,Tropical
ECO_05041,REG_0110,2024,Hiver,30.6,465,77,4.1,18.2,3.28,1,6,50,7,3,31.8,4,230,11.2,1,5,0.4,6,Modéré,Savane / Zone Agricole,Tropical
ECO_05042,REG_0054,2023,Printemps,29.6,860,60,3.8,74.2,0.58,0,3,94,5,2,10.1,5,230,7.9,3,5,3.12,9,Faible,Forêt Secondaire,Tropical
ECO_05043,REG_0120,2011,Printemps,30.9,813,73,8.7,57.9,1.4,0,7,412,5,6,9.2,4,105,11.7,2,3,3.07,2,Faible,Forêt Secondaire,Tropical
ECO_05044,REG_0117,2016,Hiver,22.1,627,70,16.6,59.0,2.44,0,4,918,2,3,5.1,3,265,10.0,1,4,0.74,5,Faible,Forêt Secondaire,Subtropical
ECO_05045,REG_0101,2011,Printemps,23.5,515,56,9.9,65.4,4.0,0,3,73,4,4,16.6,5,145,5.2,1,6,1.9,5,Faible,Forêt Secondaire,Subtropical
ECO_05046,REG_0005,2019,Printemps,14.5,559,46,11.7,46.7,3.71,0,4,365,2,5,14.5,3,240,12.0,4,5,4.41,5,Faible,Forêt Secondaire,Tempéré
ECO_05047,REG_0040,2013,Hiver,40.0,387,43,22.1,16.2,1.48,1,4,336,5,7,25.0,3,105,4.9,3,2,3.65,10,Faible,Savane / Zone Agricole,Tropical
ECO_05048,REG_0126,2019,Hiver,21.0,547,48,4.1,56.2,0.85,0,6,91,4,6,9.3,5,340,2.5,4,5,2.51,2,Faible,Forêt Secondaire,Subtropical
ECO_05049,REG_0031,2011,Printemps,27.6,359,65,25.0,42.1,1.01,0,2,157,3,8,12.7,3,100,6.7,2,9,0.92,7,Faible,Savane / Zone Agricole,Tropical
ECO_05050,REG_0005,2014,Automne,11.3,423,52,4.6,70.5,1.29,1,5,278,2,4,2.6,2,95,8.9,3,7,3.06,8,Faible,Savane / Zone Agricole,Tempéré
ECO_05051,REG_0099,2019,Été,15.7,699,59,6.4,37.8,2.58,0,4,73,4,5,2.9,7,185,3.1,5,10,1.74,3,Faible,Forêt Secondaire,Tempéré
ECO_05052,REG_0147,2023,Automne,7.8,913,80,10.2,21.4,1.12,0,9,19,7,4,31.1,6,240,5.2,4,3,1.66,8,Modéré,Savane / Zone Agricole,Tempéré
ECO_05053,REG_0078,2019,Automne,13.8,408,52,2.3,28.5,0.8,1,4,646,2,4,7.7,4,155,9.7,1,2,1.1,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05054,REG_0037,2013,Été,29.7,286,53,23.6,35.1,0.56,0,3,37,3,6,8.7,2,500,13.3,2,5,1.2,6,Modéré,Savane / Zone Agricole,Tropical
ECO_05055,REG_0143,2010,Printemps,13.3,541,30,8.4,41.6,4.0,1,6,84,3,6,16.1,3,185,10.4,0,6,2.17,3,Faible,Forêt Secondaire,Tempéré
ECO_05056,REG_0098,2015,Hiver,40.0,774,56,3.3,36.2,2.22,1,4,65,4,5,12.4,3,375,21.1,2,9,0.84,4,Modéré,Forêt Secondaire,Tropical
ECO_05057,REG_0113,2020,Automne,28.5,855,93,7.7,17.0,2.88,1,6,280,3,6,7.8,3,385,0.5,2,4,3.7,5,Faible,Savane / Zone Agricole,Tropical
ECO_05058,REG_0139,2014,Printemps,25.7,587,63,3.1,34.9,3.11,0,3,1179,3,6,3.7,3,190,6.5,1,7,1.39,5,Faible,Forêt Secondaire,Tropical
ECO_05059,REG_0086,2014,Automne,-3.5,1897,74,8.6,17.2,3.97,0,4,205,5,7,13.1,2,175,15.4,8,6,1.19,8,Faible,Savane / Zone Agricole,Tempéré
ECO_05060,REG_0039,2019,Automne,18.6,849,71,19.8,44.3,1.74,0,7,230,5,6,11.3,6,225,3.3,2,6,2.39,5,Faible,Forêt Secondaire,Subtropical
ECO_05061,REG_0035,2010,Automne,16.1,423,77,16.3,45.5,2.44,0,4,492,3,6,22.5,4,115,15.4,4,8,3.12,7,Faible,Savane / Zone Agricole,Tempéré
ECO_05062,REG_0034,2012,Automne,22.4,1225,47,21.4,72.5,3.82,0,4,414,4,5,5.4,5,280,4.9,3,7,4.32,4,Faible,Forêt Dense,Subtropical
ECO_05063,REG_0061,2020,Automne,27.8,300,42,16.9,21.2,4.0,0,3,49,5,2,27.2,8,185,17.3,7,3,2.59,7,Faible,Savane / Zone Agricole,Tropical
ECO_05064,REG_0101,2020,Printemps,26.8,444,80,10.6,42.0,1.83,0,4,215,4,5,16.1,6,130,6.4,3,2,4.52,6,Faible,Savane / Zone Agricole,Tropical
ECO_05065,REG_0037,2013,Hiver,11.7,866,63,19.2,48.0,1.68,0,9,107,5,5,13.9,5,185,15.9,5,6,3.92,4,Faible,Forêt Secondaire,Tempéré
ECO_05066,REG_0101,2017,Hiver,25.9,431,67,5.4,24.5,2.2,0,6,481,1,10,4.3,5,215,8.5,6,4,1.78,5,Élevé,Savane / Zone Agricole,Tropical
ECO_05067,REG_0146,2014,Hiver,6.9,2200,67,17.3,54.6,2.28,0,3,411,4,3,5.8,2,195,3.1,0,7,6.34,4,Faible,Forêt Dense,Tempéré
ECO_05068,REG_0038,2017,Printemps,15.0,303,77,2.0,10.1,1.32,0,7,381,3,5,5.2,3,245,14.8,5,4,1.86,6,Faible,Savane / Zone Agricole,Tempéré
ECO_05069,REG_0075,2011,Été,19.1,871,55,7.5,24.7,1.15,1,6,20,8,5,22.5,6,160,5.3,4,4,2.09,7,Modéré,Savane / Zone Agricole,Subtropical
ECO_05070,REG_0094,2019,Printemps,6.6,2751,71,5.3,44.8,3.41,0,2,265,3,8,18.9,8,365,6.9,2,3,3.22,3,Faible,Forêt Secondaire,Tempéré
ECO_05071,REG_0110,2021,Automne,21.5,299,62,21.6,22.6,1.61,0,9,432,3,2,15.8,5,75,16.9,2,8,3.16,6,Faible,Savane / Zone Agricole,Subtropical
ECO_05072,REG_0109,2013,Automne,34.2,2109,78,2.0,49.2,2.15,0,5,323,1,3,8.4,4,145,6.2,4,3,1.23,7,Faible,Forêt Secondaire,Tropical
ECO_05073,REG_0133,2012,Automne,9.6,745,63,19.6,31.8,2.24,0,8,52,4,6,8.6,3,250,5.7,2,1,2.31,5,Faible,Forêt Secondaire,Tempéré
ECO_05074,REG_0074,2021,Automne,25.6,1156,79,13.7,28.8,2.59,1,9,277,4,3,6.8,3,445,5.1,3,2,1.07,5,Modéré,Savane / Zone Agricole,Tropical
